country,gender,age,relationship_status,freedom_of_choice,satisfaction
China,female,42,married,8,8
China,male,20,single,8,6
China,female,45,married,5,8
China,female,26,single,5,6
China,female,36,married,7,8
China,female,45,married,7,8
China,male,48,married,8,8
China,male,27,married,5,4
China,male,51,married,6,8
China,female,40,married,8,8
China,male,34,married,7,10
China,female,68,married,10,10
China,female,48,married,5,3
China,female,19,single,8,8
China,female,55,married,10,10
China,female,43,married,8,6
China,male,68,married,10,10
China,male,53,married,7,6
China,female,50,married,10,10
China,female,38,married,10,10
China,female,39,married,7,6
China,female,55,married,9,8
China,female,38,married,7,3
China,female,35,married,10,9
China,female,45,married,9,6
China,male,62,married,7,10
China,female,35,married,6,7
China,female,42,married,8,10
China,male,29,married,3,3
China,female,67,widowed,7,9
China,female,43,married,8,9
China,male,20,single,6,6
China,female,54,married,10,10
China,female,69,married,8,10
China,female,64,married,7,9
China,female,47,married,4,10
China,female,32,married,7,8
China,female,35,married,8,9
China,female,42,married,7,7
China,female,24,married,8,8
China,female,44,married,4,5
China,male,65,married,10,10
China,male,52,married,7,9
China,male,18,single,5,8
China,female,54,married,10,10
China,male,37,married,5,10
China,female,36,married,7,7
China,male,27,married,5,10
China,female,44,married,6,8
China,female,56,married,7,6
China,female,67,widowed,8,9
China,female,28,married,10,9
China,female,25,single,7,8
China,male,62,married,6,8
China,male,49,divorced,8,7
China,male,34,married,5,7
China,female,54,married,6,8
China,female,28,married,10,9
China,female,26,married,8,8
China,female,19,single,8,9
China,female,29,married,7,8
China,female,25,married,5,10
China,female,44,married,8,10
China,female,60,married,10,10
China,male,42,married,8,10
China,female,29,married,7,8
China,female,37,married,8,8
China,male,59,married,6,8
China,male,65,married,7,9
China,male,66,married,8,8
China,female,63,married,7,9
China,female,67,married,8,8
China,male,35,married,8,8
China,female,61,married,7,9
China,male,40,married,6,6
China,male,68,married,10,10
China,male,69,married,3,8
China,male,56,married,10,10
China,female,38,married,8,8
China,male,45,married,7,8
China,female,60,married,10,10
China,female,68,married,8,8
China,female,48,married,7,9
China,male,60,married,4,6
China,female,65,married,8,8
China,female,68,married,7,9
China,male,69,married,7,8
China,female,56,married,6,7
China,female,48,married,8,8
China,male,69,married,4,5
China,female,69,married,9,9
China,male,66,married,7,7
China,female,63,widowed,8,8
China,female,23,single,7,7
China,male,60,married,5,9
China,male,62,married,5,5
China,male,36,married,9,8
China,male,49,married,3,3
China,female,55,married,8,10
China,female,29,divorced,5,6
China,female,51,married,7,7
China,male,56,married,8,8
China,male,20,single,8,9
China,female,47,married,10,10
China,female,21,married,8,7
China,female,23,married,8,5
China,female,41,married,6,6
China,male,44,married,10,7
China,male,53,married,4,6
China,female,61,married,10,10
China,female,51,married,8,10
China,female,43,married,10,8
China,female,58,married,7,8
China,female,50,widowed,7,7
China,female,59,married,8,10
China,male,63,married,10,8
China,male,69,married,10,10
China,female,44,married,8,7
China,male,57,married,7,6
China,female,20,single,7,7
China,female,50,married,8,9
China,female,28,married,8,8
China,male,69,married,8,8
China,male,63,married,10,10
China,male,62,married,6,9
China,female,46,married,10,10
China,female,37,married,7,5
China,male,39,married,6,9
China,female,39,married,8,8
China,female,68,married,8,8
